id,timestamp,raw,rolling3,rolling6,rolling9,rolling13,weighted3,weighted6,weighted9,weighted13
180,183301,18.7,29.43333333,25.33333333,32.07777778,43.80769231,27.24976894,30.35750033,34.77121936,41.16214151
181,183302,24.9,29.8,27.01666667,27.18888889,41.76153846,26.07488447,28.79821452,32.79697549,38.83897844
182,183303,19.6,21.06666667,28,24.42222222,36.14615385,22.83744224,26.17015323,30.15758039,36.09055295
183,183304,4.6,16.36666667,22.9,22.34444444,29.43076923,13.71872112,20.00725231,25.04606431,31.59190253
184,183305,21.5,15.23333333,22.51666667,23.08888889,27.63846154,17.60936056,20.43375165,24.33685145,30.15020217
185,183306,1.7,9.266666667,15.16666667,21.75555556,22.46923077,9.654680279,15.08125118,19.80948116,26.08588757
186,183307,11.6,11.6,13.98333333,19.13333333,19.93846154,10.62734014,14.08660798,18.16758493,24.01647506
187,183308,9.5,7.6,11.41666667,17.54444444,18.87692308,10.06367007,12.77614856,16.43406794,21.94269291
188,183309,19.3,13.46666667,11.36666667,14.6,19.22307692,14.68183503,14.64010611,17.00725435,21.56516535
189,183310,12.5,13.76666667,12.68333333,13.91111111,19.13076923,13.59091752,14.02864722,16.10580348,20.27014173
190,183311,9.8,13.86666667,10.73333333,12.23333333,17.17692308,11.69545876,12.8204623,14.84464279,18.7744072
191,183312,16.6,12.96666667,13.21666667,11.9,16.62307692,14.14772938,13.90033022,15.19571423,18.4637776
192,183401,8.2,11.53333333,12.65,12.3,13.73076923,11.17386469,12.27166444,13.79657138,16.99752365
193,183402,30.1,18.3,16.08333333,13.25555556,14.60769231,20.63693234,17.3654746,17.05725711,18.86930599
194,183403,6.5,14.93333333,13.95,13.78888889,13.19230769,13.56846617,14.26105329,14.94580569,17.10226228
195,183404,2.4,13,12.26666667,12.76666667,11.86923077,7.984233086,10.87218092,12.43664455,15.00193909
196,183405,14.8,7.9,13.1,13.35555556,12.65384615,11.39211654,11.99441494,12.90931564,14.97309065
197,183406,13.1,10.1,12.51666667,12.66666667,12.00769231,12.24605827,12.31029639,12.94745251,14.70550627
198,183407,14.4,14.1,13.55,12.87777778,12.98461538,13.32302914,12.90735456,13.23796201,14.66186252
199,183408,6.6,11.36666667,9.633333333,12.52222222,12.6,9.961514568,11.10525326,11.91036961,13.51016787
200,183409,19.2,13.4,11.75,12.81111111,13.34615385,14.58075728,13.41803804,13.36829569,14.32300104
201,183410,41.3,22.36666667,18.23333333,16.48888889,15.03846154,27.94037864,21.38431289,18.95463655,18.17685803
202,183411,50.9,37.13333333,24.25,18.8,17.99230769,39.42018932,29.81736635,25.34370924,22.8515926
203,183412,57.5,49.9,31.65,24.46666667,21.66153846,48.46009466,37.72669025,31.77496739,27.80136508
204,183501,12.4,40.26666667,31.31666667,25.57777778,21.33846154,30.43004733,30.49049303,27.89997391,25.60117007
205,183502,40.7,36.86666667,37,28.45555556,23.83846154,35.56502367,33.40749502,30.45997913,27.75814578
206,183503,32.7,28.6,39.25,30.63333333,24.03846154,34.13251183,33.20535359,30.9079833,28.46412495
207,183504,102.4,58.6,49.43333333,40.41111111,31.41538462,68.26625592,52.97525256,45.20638664,39.02639281
208,183505,72.6,69.23333333,53.05,47.74444444,36.81538462,70.43312796,58.58232326,50.68510931,43.82262241
209,183506,55.2,76.73333333,52.66666667,51.74444444,39.92307692,62.81656398,57.61594519,51.58808745,45.44796207
210,183507,99.6,75.8,67.2,58.22222222,46.57692308,81.20828199,69.61138942,61.19046996,53.18396749
