Site,Value
Beijing,252
Beijing,306
Beijing,275
Beijing,245
Beijing,203
Beijing,166
Beijing,145
Beijing,114
Beijing,84
Beijing,213
Beijing,310
Beijing,377
Beijing,375
Beijing,367
Beijing,338
Beijing,139
Beijing,81
Beijing,76
Beijing,61
Beijing,49
Beijing,58
Beijing,103
Beijing,325
Beijing,383
Beijing,470
Beijing,480
Beijing,564
Beijing,592
Beijing,604
Beijing,600
Beijing,608
Beijing,625
Beijing,646
Beijing,654
Beijing,666
Beijing,621
Beijing,589
Beijing,464
Beijing,448
Beijing,505
Beijing,542
Beijing,455
Beijing,420
Beijing,429
Beijing,427
Beijing,444
Beijing,459
Beijing,579
Beijing,598
Beijing,571
Beijing,547
Beijing,621
Beijing,634
Beijing,620
Beijing,524
Beijing,418
Beijing,412
Beijing,389
Beijing,410
Beijing,393
Beijing,387
Beijing,349
Beijing,12
Beijing,12
Beijing,13
Beijing,10
Beijing,9
Beijing,7
Beijing,7
Beijing,6
Beijing,6
Beijing,6
Beijing,6
Beijing,7
Beijing,7
Beijing,9
Beijing,7
Beijing,9
Beijing,9
Beijing,6
Beijing,5
Beijing,3
Beijing,4
Beijing,3
Beijing,1
Beijing,5
Beijing,5
Beijing,6
Beijing,6
Beijing,5
Beijing,5
Beijing,6
Beijing,5
Beijing,6
Beijing,5
Beijing,7
Beijing,8
Beijing,7
Beijing,13
Beijing,15
Beijing,15
Beijing,9
Beijing,11
Beijing,13
Beijing,8
Beijing,9
Beijing,14
Beijing,17
Beijing,14
Beijing,14
Beijing,11
Beijing,17
Beijing,9
Beijing,9
Beijing,10
Beijing,10
Beijing,6
Beijing,5
Beijing,6
Beijing,8
Beijing,15
Beijing,16
Beijing,10
Beijing,11
Beijing,7
Beijing,6
Beijing,6
Beijing,6
Beijing,8
Beijing,15
Beijing,65
Beijing,107
Beijing,117
Beijing,119
Beijing,117
Beijing,111
Beijing,107
Beijing,35
Beijing,19
Beijing,16
Beijing,21
Beijing,22
Beijing,28
Beijing,48
Beijing,32
Beijing,18
Beijing,17
Beijing,17
Beijing,21
Beijing,17
Beijing,20
Beijing,22
Beijing,36
Beijing,46
Beijing,78
Beijing,76
Beijing,48
Beijing,52
Beijing,66
Beijing,72
Beijing,90
Beijing,118
Beijing,187
Beijing,173
Beijing,143
Beijing,88
Beijing,77
Beijing,88
Beijing,92
Beijing,108
Beijing,136
Beijing,164
Beijing,184
Beijing,200
Beijing,237
Beijing,226
Beijing,221
Beijing,227
Beijing,196
Beijing,190
Beijing,190
Beijing,213
Beijing,220
Beijing,205
Beijing,196
Beijing,190
Beijing,183
Beijing,177
Beijing,177
Beijing,171
Beijing,171
Beijing,175
Beijing,171
Beijing,168
Beijing,192
Beijing,182
Beijing,166
Beijing,199
Beijing,195
Beijing,188
Beijing,206
Beijing,224
Beijing,193
Beijing,170
Beijing,151
Beijing,149
Beijing,199
Beijing,216
Beijing,212
Beijing,204
Beijing,216
Beijing,315
Beijing,298
Beijing,241
Beijing,237
Beijing,200
Beijing,195
Beijing,215
Beijing,303
Beijing,317
Beijing,294
Beijing,317
Beijing,293
Beijing,306
Beijing,350
Beijing,329
Beijing,302
Beijing,278
Beijing,289
Beijing,296
Beijing,279
Beijing,267
Beijing,269
Beijing,261
Beijing,256
Beijing,235
Beijing,250
Beijing,240
Beijing,214
Beijing,218
Beijing,254
Beijing,256
Beijing,261
Beijing,265
Beijing,268
Beijing,273
Beijing,279
Beijing,292
Beijing,301
Beijing,301
Beijing,299
Beijing,319
Beijing,306
Beijing,261
Beijing,244
Beijing,246
Beijing,273
Beijing,268
Beijing,242
Beijing,247
Beijing,235
Beijing,194
Beijing,146
Beijing,100
Beijing,59
Beijing,34
Beijing,24
Beijing,22
Beijing,15
Beijing,17
Beijing,18
Beijing,18
Beijing,21
Beijing,21
Beijing,35
Beijing,23
Beijing,19
Beijing,23
Beijing,25
Beijing,18
Beijing,21
Beijing,21
Beijing,19
Beijing,14
Beijing,18
Beijing,27
Beijing,35
Beijing,14
Beijing,17
Beijing,26
Beijing,17
Beijing,18
Beijing,26
Beijing,28
Beijing,68
Beijing,70
Beijing,77
Beijing,68
Beijing,71
Beijing,80
Beijing,102
Beijing,102
Beijing,119
Beijing,136
Beijing,175
Beijing,177
Beijing,153
Beijing,121
Beijing,113
Beijing,64
Beijing,49
Beijing,44
Beijing,43
Beijing,37
Beijing,51
Beijing,66
Beijing,64
Beijing,64
Beijing,71
Beijing,184
Beijing,296
Beijing,261
Beijing,271
Beijing,317
Beijing,371
Beijing,328
Beijing,361
Beijing,331
Beijing,332
Beijing,306
Beijing,215
Beijing,123
Beijing,85
Beijing,69
Beijing,66
Beijing,65
Beijing,74
Beijing,90
Beijing,145
Beijing,179
Beijing,206
Beijing,234
Beijing,218
Beijing,183
Beijing,188
Beijing,204
Beijing,213
Beijing,220
Beijing,278
Beijing,290
Beijing,201
Beijing,223
Beijing,213
Beijing,205
Beijing,204
Beijing,255
Beijing,286
Beijing,305
Beijing,334
Beijing,351
Beijing,346
Beijing,338
Beijing,204
Beijing,38
Beijing,17
Beijing,16
Beijing,18
Beijing,22
Beijing,22
Beijing,19
Beijing,9
Beijing,10
Beijing,12
Beijing,11
Beijing,7
Beijing,7
Beijing,8
Beijing,6
Beijing,5
Beijing,6
Beijing,6
Beijing,4
Beijing,2
Beijing,6
Beijing,10
Beijing,6
Beijing,6
Beijing,6
Beijing,8
Beijing,5
Beijing,4
Beijing,5
Beijing,7
Beijing,9
Beijing,7
Beijing,6
Beijing,7
Beijing,6
Beijing,4
Beijing,7
Beijing,8
Beijing,6
Beijing,4
Beijing,5
Beijing,4
Beijing,3
Beijing,7
Beijing,11
Beijing,10
Beijing,6
Beijing,9
Beijing,9
Beijing,7
Beijing,6
Beijing,4
Beijing,3
Beijing,8
Beijing,8
Beijing,9
Beijing,10
Beijing,10
Beijing,15
Beijing,13
Beijing,15
Beijing,15
Beijing,13
Beijing,12
Beijing,16
Beijing,11
Beijing,14
Beijing,24
Beijing,24
Beijing,32
Beijing,-999
Beijing,49
Beijing,56
Beijing,61
Beijing,70
Beijing,61
Beijing,73
Beijing,90
Beijing,104
Beijing,118
Beijing,126
Beijing,128
Beijing,139
Beijing,145
Beijing,152
Beijing,169
Beijing,194
Beijing,191
Beijing,113
Beijing,65
Beijing,59
Beijing,53
Beijing,56
Beijing,35
Beijing,42
Beijing,32
Beijing,28
Beijing,28
Beijing,24
Beijing,20
Beijing,22
Beijing,31
Beijing,54
Beijing,64
Beijing,81
Beijing,89
Beijing,84
Beijing,97
Beijing,119
Beijing,129
Beijing,164
Beijing,237
Beijing,261
Beijing,236
Beijing,208
Beijing,204
Beijing,-15
Beijing,112
Beijing,106
Beijing,108
Beijing,113
Beijing,139
Beijing,-999
Beijing,-999
Beijing,-999
Beijing,-999
Beijing,-999
Beijing,-999
Beijing,-999
Beijing,193
Beijing,-999
Beijing,236
Beijing,256
Beijing,231
Beijing,220
Beijing,212
Beijing,177
Beijing,185
Beijing,174
Beijing,177
Beijing,155
Beijing,150
Beijing,161
Beijing,182
Beijing,199
Beijing,204
Beijing,198
Beijing,206
Beijing,227
Beijing,230
Beijing,242
Beijing,335
Beijing,373
Beijing,384
Beijing,428
Beijing,411
Beijing,379
Beijing,319
Beijing,273
Beijing,200
Beijing,192
Beijing,191
Beijing,203
Beijing,174
Beijing,161
Beijing,163
Beijing,172
Beijing,178
Beijing,194
Beijing,185
Beijing,179
Beijing,156
Beijing,143
Beijing,154
Beijing,211
Beijing,372
Beijing,385
Beijing,384
Beijing,412
Beijing,407
Beijing,383
Beijing,360
Beijing,303
Beijing,186
Beijing,209
Beijing,212
Beijing,281
Beijing,208
Beijing,158
Beijing,165
Beijing,214
Beijing,312
Beijing,378
Beijing,407
Beijing,463
Beijing,508
Beijing,480
Beijing,447
Beijing,424
Beijing,416
Beijing,426
Beijing,391
Beijing,387
Beijing,369
Beijing,360
Beijing,361
Beijing,416
Beijing,432
Beijing,404
Beijing,379
Beijing,319
Beijing,320
Beijing,316
Beijing,321
Beijing,288
Beijing,213
Beijing,178
Beijing,98
Beijing,91
Beijing,89
Beijing,107
Beijing,125
Beijing,184
Beijing,271
Beijing,309
Beijing,291
Beijing,135
Beijing,102
Beijing,75
Beijing,59
Beijing,57
Beijing,45
Beijing,33
Beijing,39
Beijing,38
Beijing,41
Beijing,49
Beijing,53
Beijing,71
Beijing,93
Beijing,61
Beijing,31
Beijing,33
Beijing,36
Beijing,33
Beijing,40
Beijing,42
Beijing,51
Beijing,195
Beijing,360
Beijing,378
Beijing,497
Beijing,512
Beijing,574
Beijing,620
Beijing,515
Beijing,483
Beijing,506
Beijing,565
Beijing,604
Beijing,584
Beijing,570
Beijing,567
Beijing,572
Beijing,580
Beijing,593
Beijing,595
Beijing,605
Beijing,586
Beijing,493
Beijing,488
Beijing,455
Beijing,441
Beijing,440
Beijing,475
Beijing,471
Beijing,499
Beijing,485
Beijing,475
Beijing,488
Beijing,458
Beijing,396
Beijing,337
Beijing,288
Beijing,301
Beijing,357
Beijing,300
Beijing,268
Beijing,206
Beijing,117
Beijing,102
Beijing,113
Beijing,173
Beijing,143
Beijing,156
Beijing,161
Beijing,123
Beijing,67
Beijing,47
Beijing,44
Beijing,32
Beijing,31
Beijing,32
Beijing,28
Beijing,28
Beijing,34
Beijing,23
Beijing,20
Beijing,15
Beijing,24
Beijing,30
Beijing,46
Beijing,56
Beijing,59
Beijing,68
Beijing,70
Beijing,73
Beijing,78
Beijing,87
Beijing,85
Beijing,122
Beijing,104
Beijing,101
Beijing,103
Beijing,120
Beijing,115
Beijing,72
Beijing,71
Beijing,66
Beijing,65
Beijing,73
Beijing,107
Beijing,161
Beijing,86
Beijing,48
Beijing,57
Beijing,64
Beijing,62
Beijing,66
Beijing,65
Beijing,109
Beijing,119
Beijing,143
Beijing,153
Beijing,181
Beijing,209
Beijing,234
Beijing,252
Beijing,294
Beijing,301
Beijing,315
Beijing,326
Beijing,316
Beijing,337
Beijing,301
Beijing,215
Beijing,201
Beijing,179
Beijing,165
Beijing,196
Beijing,236
Beijing,245
Beijing,264
Beijing,318
Beijing,360
Beijing,407
Beijing,447
Beijing,545
Beijing,556
Beijing,499
Beijing,472
Beijing,470
Beijing,536
Beijing,418
Beijing,460
Beijing,331
Beijing,228
Beijing,173
Beijing,45
Beijing,13
Beijing,10
Beijing,8
Beijing,12
Beijing,13
Beijing,9
Beijing,14
Beijing,14
Beijing,11
Beijing,8
Beijing,6
Beijing,15
Beijing,17
Beijing,20
Beijing,22
Beijing,33
Beijing,26
Beijing,28
Beijing,27
Beijing,24
Beijing,23
Beijing,19
Beijing,14
Beijing,19
Beijing,25
Beijing,22
Beijing,25
Beijing,29
Beijing,31
Beijing,40
Beijing,43
Beijing,48
Beijing,58
Beijing,69
Beijing,91
Beijing,114
Beijing,133
Beijing,169
Beijing,203
Beijing,212
Beijing,235
