,timestamp,value,
978,189907,32.79230769,
979,189908,32.01538462,
980,189909,29.06923077,
981,189910,26.26923077,
982,189911,22.87692308,
983,189912,20.26153846,
984,190001,19.84615385,
985,190002,19.10769231,
986,190003,19.03846154,
987,190004,18.76923077,
988,190005,18.9,
989,190006,19.45384615,
990,190007,17.9,
991,190008,16.71538462,
992,190009,17.40769231,
993,190010,17.99230769,
994,190011,16.9,
995,190012,15.93846154,
996,190101,14.61538462,
997,190102,13.71538462,
998,190103,12.53076923,
999,190104,11.42307692,
1000,190105,10.66923077,
1001,190106,9.469230769,
1002,190107,8.015384615,
1003,190108,7.076923077,
1004,190109,6.6,
1005,190110,6.015384615,
1006,190111,4.846153846,
1007,190112,4.269230769,
1008,190201,4.946153846,
1009,190202,4.915384615,
1010,190203,6.2,
1011,190204,5.630769231,
1012,190205,5.992307692,
1013,190206,4.869230769,
1014,190207,4.238461538,
1015,190208,4.438461538,
1016,190209,5.276923077,
1017,190210,7.3,
1018,190211,8.138461538,
1019,190212,7.784615385,
1020,190301,8.853846154,
1021,190302,10.32307692,
1022,190303,12.05384615,
1023,190304,13.80769231,
1024,190305,15.67692308,
1025,190306,17.40769231,
1026,190307,20.79230769,
1027,190308,24.36923077,
1028,190309,25.5,
1029,190310,29.51538462,
1030,190311,33.13076923,
1031,190312,37.66923077,
1032,190401,41.57692308,
1033,190402,43.64615385,
1034,190403,46.22307692,
1035,190404,50,
1036,190405,51.70769231,
1037,190406,55.20769231,
1038,190407,59.6,
1039,190408,63.5,
1040,190409,63.66923077,
1041,190410,69.2,
1042,190411,69.09230769,
1043,190412,70.39230769,
1044,190501,71.54615385,
1045,190502,78.5,
1046,190503,82.61538462,
1047,190504,82.89230769,
1048,190505,83.53076923,
1049,190506,84.75384615,
1050,190507,88.73846154,
1051,190508,89.8,
1052,190509,89.39230769,
1053,190510,95.62307692,
1054,190511,102.4153846,
1055,190512,104.6538462,
1056,190601,103.4769231,
1057,190602,100.4846154,
1058,190603,97.74615385,
1059,190604,97.58461538,
1060,190605,99.94615385,
1061,190606,101.9,
1062,190607,108.9076923,
1063,190608,105.6769231,
1064,190609,105.3230769,
1065,190610,100.5461538,
1066,190611,95.43846154,
1067,190612,90,
1068,190701,92.68461538,
1069,190702,100.7230769,
1070,190703,104.4769231,
1071,190704,102.9538462,
1072,190705,101.3538462,
1073,190706,99.12307692,
1074,190707,97.4,
1075,190708,91.07692308,
1076,190709,95.85384615,
1077,190710,97.05384615,
1078,190711,102.6538462,
1079,190712,103.7384615,
1080,190801,100.4615385,
1081,190802,95.01538462,
1082,190803,84.83076923,
1083,190804,84.44615385,
1084,190805,82.93846154,
1085,190806,83.61538462,
1086,190807,83.50769231,
1087,190808,88.73846154,
1088,190809,92.92307692,
1089,190810,86.16923077,
1090,190811,83.61538462,
1091,190812,80.8,
1092,190901,82.00769231,
1093,190902,82.94615385,
1094,190903,87.09230769,
1095,190904,87.53846154,
1096,190905,84.76153846,
1097,190906,82.43846154,
1098,190907,80.85384615,
1099,190908,78.75384615,
1100,190909,72.12307692,
1101,190910,68.46923077,
1102,190911,71.47692308,
1103,190912,72.57692308,
1104,191001,70.89230769,
1105,191002,67.65384615,
1106,191003,64.43076923,
1107,191004,57.01538462,
1108,191005,55.72307692,
1109,191006,52.68461538,
1110,191007,51.58461538,
1111,191008,48.48461538,
1112,191009,48.88461538,
1113,191010,48.82307692,
1114,191011,41.96923077,
1115,191012,35.55384615,
1116,191101,29.04615385,
1117,191102,26.81538462,
1118,191103,23.77692308,
1119,191104,23.15384615,
1120,191105,23.23076923,
1121,191106,20.67692308,
1122,191107,19.55384615,
1123,191108,18.26153846,
1124,191109,17.29230769,
1125,191110,14.27692308,
1126,191111,9.9,
1127,191112,9.546153846,
1128,191201,8.838461538,
